,0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,-4640141703.58
647,-4500984942.1
648,-5783488160.77
649,-4906112590.0
650,-5294043190.0
651,-5935568088.0
652,-5642460100.0
653,-4916741410.0
654,-6205494442.303
655,-7083897715.801
656,-6919760090.3311
657,-6379219327.061891
658,-5880529280.89
659,-8034815764.404099
660,-53386791687.33901
661,0.0
662,0.0
663,-3902302669.8
664,-5116168540.4779
665,-1989917830.0
666,-2071000000.0
667,-999954600.0
668,-1899970820.0
669,-1000000000.0
670,-2953886959.0
671,-1000000000.0
672,0.0
673,0.0
674,0.0
675,-1000000000.0
676,0.0
677,-1000000000.0
678,-4266051500.0
679,0.0
680,-4646829238.63926
681,-1998093169.0
682,-2179688860.0
683,-2799918028.0
684,-1989966210.0
685,-1899989560.0
686,-999983700.0
687,-999930700.0
688,0.0
689,-1000000000.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,-1899880090.0
697,-3042960118.5
698,-2970083840.0
699,-2970057363.0
700,-999987600.0
701,0.0
702,-999991900.0
703,-1089922200.0
704,-999989500.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,-999910500.0
713,0.0
714,-2799794111.0
715,-3050984107.6400003
716,-2070975828.019
717,-1989979470.0
718,-1899982650.0
719,-1899982840.0
720,-999988400.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,-1899983858.019
732,-2709910988.0
733,-3124509507.2366
734,-2160085943.36
735,-2079079641.94
736,-2160082580.05
737,-999993508.9100001
738,-999989300.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,-2167334017.8657103
750,-2725309563.4621
751,-2134719751.506671
752,-2070913634.7
753,-1717857129.671172
754,-2061983316.41
755,-1899972110.0
756,-999901400.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,-999985700.0
766,-999990500.0
767,-1989986740.0
768,-1098093442.24261
769,-1879253322.91119
770,-1989978394.0
771,-999993900.0
772,-2070973243.3190002
773,-9.9
774,-89997732.9
775,-999909600.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,-999987000.0
783,0.0
784,-1089950608.91
785,-1070972979.180498
786,-2078270322.14
787,-1089992068.91
788,-1331451353.7117202
789,-2070966612.4
790,-999979200.0
791,-9.9
792,-9.9
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,-999986800.0
801,-1089987500.0
802,-1170980008.5100002
803,-989945503.1361
804,-1980971886.7119002
805,-1098058012.2009
806,-2070981424.4
807,-1089992633.6799693
808,-999988100.0
809,0.0
810,-9.9
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,-9.9
819,-999974800.0
820,-999991208.9100001
821,-980991593.9271002
822,-1972863070.1118999
823,-899991102.5463591
824,-1089993039.9480002
825,-999993600.0
826,-1089988720.0
827,-1899967130.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,-9.9
834,-9.9
835,-9.9
836,-10.791
837,-899943849.9
838,-27.80019
839,-1089989830.91
840,-1251947719.143591
841,-31.553883900000002
842,-28.674261
843,-29.40399
844,-28.521900000000002
845,-9.9
846,0.0
847,0.0
848,-9.9
849,0.0
850,-19.701
851,-999971000.0
852,-999906000.0
853,-9.9
854,-9.9
855,-20.5029
856,-1998057538.17
857,-999990708.9100001
858,-45.28161000000001
859,-20.5029
860,-1170990246.09209
861,-1089987282.7119
862,-19.701
863,-9.9
864,0.0
865,0.0
866,0.0
867,-19.701
868,0.0
869,0.0
870,-9.9
871,-19.692
872,-9.9
873,-19.692
874,-29.40399
875,-29.40399
876,-28.521900000000002
877,-999993000.0
878,-29.615354226
879,-999914617.7309
880,-19.701
881,0.0
882,0.0
883,-999961200.0
884,-9.9
885,-9.9
886,0.0
887,0.0
888,-9.9
889,-9.9
890,-10.791
891,-27.6309
892,-28.4328
893,-38.208852
894,-27.6309
895,-27.871551000000004
896,-1089969488.0
897,-18.810000000000002
898,-9.9
899,0.0
900,0.0
901,-19.701
902,-18.810000000000002
903,0.0
904,0.0
905,-9.9
906,-19.611
907,-9.9
908,-19.691190000000002
909,-29.40399
910,-29.394180000000002
911,-29.403180000000003
912,-19.701
913,-31.507012260000003
914,-26.829
915,-19.701
916,-18.810000000000002
917,0.0
918,-19.66076
919,-18.810000000000002
920,-9.8
921,0.0
922,0.0
923,-9.9
924,-19.692
925,-10.682
926,-18.810000000000002
927,-29.3148
928,-30.197871
929,-29.12561
930,-28.60209
931,-28.521900000000002
932,-29.217599999999997
933,-19.701
934,-9.8
935,0.0
936,-9.9
937,-9.9
938,0.0
939,0.0
940,-9.9
941,-10.682
942,-9.9
943,-19.5119
944,-20.494799999999998
945,-28.4148
946,-29.26907
947,-19.692
948,-29.197781000000003
949,-28.39337
950,-19.701
951,-19.692
952,0.0
953,0.0
954,-9.9
955,0.0
956,0.0
957,0.0
958,-9.8
959,-18.62
960,-19.701
961,-19.692
962,-28.5013242
963,-26.829
964,-27.602000000000004
965,-9.8
966,-19.592
967,-19.692
968,-19.701
969,-9.9
970,0.0
971,-9.8
972,-9.8
973,-9.8
974,-9.8
975,-9.9
976,-9.9
977,-18.810000000000002
978,-18.71
979,-18.71
980,-28.383812000000002
981,-18.62
982,-9.9
983,-19.602
984,-18.810000000000002
985,-28.314799999999998
986,-19.57076
987,0.0
988,0.0
989,0.0
990,-9.9
991,0.0
992,0.0
993,0.0
994,-9.9
995,-9.9
996,-19.493000000000002
997,-27.53
998,-9.8
999,-10.673000000000002
1000,-18.62
1001,-9.9
1002,-19.493000000000002
1003,-19.66076
1004,-9.8
1005,0.0
1006,0.0
1007,0.0
1008,-9.8
1009,0.0
1010,-9.8
1011,-18.62
1012,-9.8
1013,-9.8
1014,0.0
1015,-10.673000000000002
1016,-9.8
1017,-10.673000000000002
1018,-9.9
1019,-9.8
1020,-9.8
1021,-9.8
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,-9.8
1031,-9.8
1032,-9.8
1033,0.0
1034,-9.8
1035,-18.62
1036,-9.8
1037,0.0
1038,-9.8
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,-9.8
1048,0.0
1049,0.0
1050,-9.8
1051,0.0
1052,0.0
1053,-9.8
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,-3182468397.8390102
1277,-2424303158.4179997
1278,-3919441886.7011
1279,-3672948523.835851
1280,-3946822115.1271
1281,-4071455307.19539
1282,-3910361995.19539
1283,-4148814154.1
1284,-6008449555.200291
1285,-6640385727.4546
1286,-6360544923.064001
1287,-6703218544.0762005
1288,-5948891196.490001
1289,-5338480235.9104
1290,-50272429525.79283
1291,0.0
1292,0.0
1293,-3034845001.81439
1294,-1989080384.1271
1295,-2151934180.0
1296,-2160085440.0
1297,-9.9
1298,-999962400.0
1299,-9.9
1300,-9.9
1301,0.0
1302,-999982000.0
1303,0.0
1304,0.0
1305,0.0
1306,-9.9
1307,-9.9
1308,-171000018.81
1309,0.0
1310,-1357649043.132907
1311,-1604122271.0268166
1312,-2342180298.019
1313,-1170946108.91
1314,-89999469.81000002
1315,-89998965.9
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,-89992818.9
1327,-1188564539.30631
1328,-1079093763.9
1329,-98099425.6119
1330,-1414566955.1761003
1331,-89999415.9
1332,-9.9
1333,-9.9
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,-170995421.27871
1345,-669311737.0942101
1346,-98098146.18000002
1347,-179098306.65
1348,-89998902.81000002
1349,-89099270.451
1350,-9.9
1351,0.0
1352,-9.9
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,-9.9
1362,-999982900.0
1363,-98099316.42854491
1364,-251994188.3980059
1365,-251984559.42900002
1366,-19.701
1367,-89998839.81000002
1368,-9.9
1369,-9.9
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,-9.9
1379,-9.9
1380,-98097869.6607888
1381,-89998705.25451002
1382,-89999288.82900001
1383,-89998588.5138
1384,-21.28499
1385,-98098653.14190003
1386,-9.9
1387,-9.9
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,-18.72
1396,-9.9
1397,-26.658
1398,-28.60209
1399,-80998466.63555421
1400,-36.993320000000004
1401,-8828940.807801
1402,-30.998896929000004
1403,-1089986908.91
1404,-9.8
1405,-9.9
1406,0.0
1407,0.0
1408,-9.8
1409,0.0
1410,0.0
1411,0.0
1412,-10.682
1413,-9.9
1414,-8099514.171000001
1415,-20.5029
1416,-98099200.27915204
1417,-36.422090000000004
1418,-28.744098389999998
1419,-29.1447
1420,-21.294188100000003
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,-9.9
1431,-9.9
1432,-19.5119
1433,-27.53
1434,-98096765.1138
1435,-37.225871
1436,-28.6004781
1437,-20.5029
1438,-19.59119
1439,-19.592
1440,-9.8
1441,0.0
1442,0.0
1443,-9.9
1444,0.0
1445,0.0
1446,0.0
1447,-18.72
1448,-9.8
1449,-18.71
1450,-18.71
1451,-28.313180000000003
1452,-29.31399
1453,-29.106980000000004
1454,-89999135.82900001
1455,-18.72
1456,-21.384990000000002
1457,-18.72
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,-10.791
1464,-9.8
1465,-18.72
1466,-9.8
1467,-9.8
1468,-19.511000000000003
1469,-28.575432
1470,-30.044700000000002
1471,-19.581380000000003
1472,-19.611
1473,-19.502000000000002
1474,-10.691
1475,-18.71
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,-9.8
1482,-9.9
1483,-9.9
1484,-9.8
1485,-10.682
1486,-28.233800000000002
1487,-19.692
1488,-28.233800000000002
1489,-28.233800000000002
1490,-18.72
1491,-9.8
1492,-18.62
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,-18.62
1498,0.0
1499,-19.502000000000002
1500,0.0
1501,-9.9
1502,-19.502000000000002
1503,-19.592
1504,-19.502000000000002
1505,-20.493090000000002
1506,-28.342800000000004
1507,-21.168170000000003
1508,-18.62
1509,-19.502000000000002
1510,-9.8
1511,0.0
1512,0.0
1513,0.0
1514,-28.342800000000004
1515,-10.682
1516,-9.9
1517,-9.8
1518,-9.8
1519,-9.8
1520,-10.673000000000002
1521,-28.233800000000002
1522,-19.502000000000002
1523,-9.8
1524,-19.493000000000002
1525,-28.233800000000002
1526,-19.502000000000002
1527,-9.8
1528,-18.62
1529,0.0
1530,0.0
1531,-18.72
1532,-9.8
1533,-9.8
1534,-18.520000000000003
1535,0.0
1536,0.0
1537,-19.502000000000002
1538,-19.502000000000002
1539,-20.295800000000003
1540,-18.62
1541,-19.502000000000002
1542,-27.343700000000002
1543,-28.30337
1544,-10.682
1545,-28.233800000000002
1546,-18.62
1547,0.0
1548,-28.225700000000003
1549,-19.502000000000002
1550,-9.8
1551,-9.8
1552,0.0
1553,-9.8
1554,-20.295800000000003
1555,-19.294
1556,-19.502000000000002
1557,-27.331000000000003
1558,-18.62
1559,-19.502000000000002
1560,-18.53
1561,-19.502000000000002
1562,-18.62
1563,-19.393
1564,-9.8
1565,0.0
1566,-27.262700000000002
1567,-10.564
1568,-9.8
1569,-9.700000000000001
1570,0.0
1571,-10.673000000000002
1572,-19.493000000000002
1573,-19.303000000000004
1574,-27.431
1575,-9.8
1576,-18.520000000000003
1577,-18.53
1578,-28.039814000000003
1579,-20.079700000000003
1580,-9.700000000000001
1581,-9.8
1582,0.0
1583,0.0
1584,-36.670198760000005
1585,-9.700000000000001
1586,-9.8
1587,-11.3587
1588,-9.700000000000001
1589,-9.8
1590,-26.458000000000002
1591,-19.493000000000002
1592,-9.8
1593,-18.520000000000003
1594,-19.384
1595,-9.700000000000001
1596,-20.169700000000002
1597,-19.493000000000002
1598,-9.8
1599,-9.8
1600,-9.8
1601,0.0
1602,-20.374370000000003
1603,-9.8
1604,-9.700000000000001
1605,-9.8
1606,-18.62
1607,-19.412
1608,-10.564
1609,-18.43
1610,-19.502000000000002
1611,-28.1447
1612,-19.412
1613,-19.384
1614,-27.343700000000002
1615,-18.53
1616,-18.53
1617,-9.700000000000001
1618,0.0
1619,0.0
1620,-9.8
1621,-9.8
1622,0.0
1623,-9.8
1624,-18.520000000000003
1625,-18.43
1626,-18.62
1627,-19.3138
1628,-20.169700000000002
1629,-19.384
1630,-9.700000000000001
1631,-9.700000000000001
1632,-28.0376
1633,-20.1806
1634,-18.520000000000003
1635,-9.700000000000001
1636,-9.8
1637,0.0
1638,-9.700000000000001
1639,-9.700000000000001
1640,0.0
1641,-9.700000000000001
1642,-9.700000000000001
1643,-9.700000000000001
1644,-19.493000000000002
1645,-19.384
1646,-19.294
1647,-19.393
1648,-9.700000000000001
1649,-9.700000000000001
1650,-18.43
1651,-20.1896
1652,-10.564
1653,0.0
1654,0.0
1655,0.0
1656,-9.8
1657,0.0
1658,-9.700000000000001
1659,0.0
1660,-9.700000000000001
1661,-19.403000000000002
1662,-18.520000000000003
1663,-19.294
1664,-19.294
1665,-10.555
1666,0.0
1667,-18.43
1668,-19.294
1669,-18.520000000000003
1670,0.0
1671,-9.700000000000001
1672,0.0
1673,0.0
1674,-10.564
1675,0.0
1676,-9.700000000000001
1677,-9.700000000000001
1678,-9.700000000000001
1679,-19.285
1680,-18.43
1681,-9.700000000000001
1682,-18.43
1683,-9.700000000000001
1684,-9.700000000000001
1685,0.0
1686,-18.43
1687,-9.700000000000001
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,-9.700000000000001
1694,-9.700000000000001
1695,-9.700000000000001
1696,-19.294
1697,-9.700000000000001
1698,0.0
1699,-9.700000000000001
1700,-9.700000000000001
1701,-9.700000000000001
1702,0.0
1703,-9.700000000000001
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,-9.700000000000001
1713,0.0
1714,0.0
1715,-9.700000000000001
1716,0.0
1717,0.0
1718,-9.600000000000001
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
